Código do Município,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG004 - Quantidade de ligações ativas de água micromedidas,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG008 - Volume de água micromedido,AG010 - Volume de água consumido,AG011 - Volume de água faturado,AG012 - Volume de água macromedido,AG024 - Volume de serviço,AG026 - População urbana atendida com abastecimento de água,AG028 - Consumo total de energia elétrica nos sistemas de água,IN001 - Densidade de economias de água por ligação,IN002 - Índice de produtividade: economias ativas por pessoal próprio,IN003 - Despesa total com os serviços por m3 faturado,IN008 - Despesa média anual por empregado,IN009 - Índice de hidrometração,IN010 - Índice de micromedição relativo ao volume disponibilizado,IN011 - Índice de macromedição,IN012 - Indicador de desempenho financeiro,IN013 - Índice de perdas faturamento,IN018 - Quantidade equivalente de pessoal total,IN020 - Extensão da rede de água por ligação,IN022 - Consumo médio percapita de água,IN023 - Índice de atendimento urbano de água,IN026 - Despesa de exploração por m3 faturado,IN028 - Índice de faturamento de água,IN029 - Índice de evasão de receitas,IN030 - Margem da despesa de exploração,IN031 - Margem da despesa com pessoal próprio,IN032 - Margem da despesa com pessoal total (equivalente),IN033 - Margem do serviço da divida,,IN035 - Participação da despesa com pessoal próprio nas despesas de exploração,IN036 - Participação da despesa com pessoal total (equivalente) nas despesas de exploração,IN037 - Participação da despesa com energia elétrica nas despesas de exploração,IN038 - Participação da despesa com produtos químicos nas despesas de exploração (DEX),IN039 - Participação das outras despesas nas despesas de exploração,IN044 - Índice de micromedição relativo ao consumo,IN045 - Índice de produtividade: empregados próprios por 1000 ligações de água,IN048 - Índice de produtividade: empregados próprios por 1000 ligações de água + esgoto,IN049 - Índice de perdas na distribuição,IN050 - Índice bruto de perdas lineares,IN051 - Índice de perdas por ligação,IN052 - Índice de consumo de água,IN055 - Índice de atendimento total de água,IN058 - Índice de consumo de energia elétrica em sistemas de abastecimento de água,IN060 - Índice de despesas por consumo de energia elétrica nos sistemas de água e esgotos,IN076 - Incidência das análises de turbidez fora do padrão,IN080 - Índice de conformidade da quantidade de amostras - turbidez,IN083 - Duração média dos serviços executados,IN101 - Índice de suficiência de caixa,IN102 - Índice de produtividade de pessoal total (equivalente)
290590,28798,6818,2506,1380,"221,47","211,91","19,32","127,86","59,38","173,74",0,6188,"105,66","1,02",2547,"12,55","195237,28","55,07","9,12","81,99","40,93","71,98","2,11","86,68","51,38","74,28","11,86","28,02","34,85","230,91","64,02","135,4","5,22","23,69","27,73","58,64","23,76","3,31","10,26","15,11","0,4","0,4","39,66","1,04","91,89","60,34","23,68","0,5","1,58",,0,"0,28","27,68","1184,95"
250410,2659,2091,523,513,"6,04","71,6","39,33","45,44","53,7","62,79","3,58",1915,"4,3","1,01","175,33","6,62","83633,74","98,09","57,82","87,7","63,03","21,05","3,33","9,68","119,08",100,"5,86","78,95","20,45","140,53",56,"124,25","16,72",0,"39,85","88,42","0,83",0,0,"86,55","5,74","5,74","33,2","10,86","236,57","66,8","78,64","0,06","0,61",,0,"0,29","59,09","78,58"
292665,5812,376,137,137,"1,21","17,74","13,32","13,59","15,13","17,74","0,08",0,0,1,138,"2,66","14039,52","98,91","75,42",100,"145,89","14,33","1,67","7,96","97,85",0,"2,52","85,67","6,25","65,15","23,96","39,98","1,52","4,81","36,77","61,37","10,6","5,89","7,38","98,01","7,25","7,25","23,05","9,22","80,8","76,95","6,47",0,,"0,79","105,83","0,35","145,64","82,69"
411630,3984,3720,1562,1558,"25,1",208,203,204,202,0,,3220,"134,52","1,01","524,17","2,37","34779,06","99,77","97,6",0,"106,54","2,88","3,01","15,02","151,06","99,78","1,23","97,12",0,"48,84","20,45","20,49",0,"3,77","41,88","41,96","45,73","2,55","7,72","99,51","1,93","1,93","1,92","0,44","7,05","98,08","93,37","0,65","0,85","4,49","111,25","0,58","205,52","516,86"
421080,7015,3657,1366,1365,40,280,150,212,190,280,,3657,"182,73","1,15","260,08","3,56","53964,87","99,93","53,57",100,"125,8","32,14","8,72","23,79","158,98",100,"3,52","67,86",0,"78,51","38,04","55,25",0,0,"48,45","70,37","12,45","11,69",0,"70,75","4,42","4,42","24,29","4,84","137,24","75,71","52,13","0,65","0,46","0,49","111,87",1,128,"155,76"
421810,5348,4512,1510,1510,40,185,180,182,180,0,,1732,24,"1,04","256,67","3,99","63911,67",100,"97,3",0,"98,8","2,7","6,77","25,82","111,07","93,17","3,77","97,3",0,"95,85","54,09","61,01",0,"29,2","56,43","63,65","2,47","2,16","30,46","98,9","4,04","4,04","1,62","0,21","5,53","98,38","84,37","0,13","0,7","0,98",100,"2,21","111,82","219,43"
330080,58937,4913,1426,328,40,13595,78,"12334,1",12206,0,,4913,9187,"1,11",632,"0,85","173444,56","22,74","4,99",0,"12,77","10,22","11,21","24,9",172,"9,64","0,45","89,78","42,82","415,31","32,64","146,33","12,49","32,43","7,86","35,23","36,06","5,45","7,81","25,91","1,75","1,75","9,27","86,36","2420,83","90,73","8,34","0,68","0,22",0,"60,01",24,"12,59","127,31"
330550,89170,4582,1239,1239,48,395,220,"235,4",220,0,,4582,166,"1,01","573,5","2,39","171357,51","99,87","55,7",0,"103,37","44,3","2,15","37,29","165,41","5,41",2,"55,7","95,23","81,08","63,05","67,89","0,53","1,38","77,76","83,74","7,87","1,19","1,7","93,46","1,76","1,76","40,41","9,4","385,59","59,59","5,14","0,42","0,21",0,"153,05",24,"5,77","526,53"
241105,4106,4106,1731,1642,"91,34","1280,39","203,13","214,39","308,86","56,73",0,3157,"1166,29","1,09","475,5","4,97","134931,53","92,91","15,86","4,43","96,31","75,88","4,08","27,53","143,7",100,"4,58","24,12","2,79","95,71","36,52","37,23","2,16","4,49","38,16","38,9","44,35","1,07","4,69","94,75","2,29","2,29","83,26","32,45","1670,32","16,74",100,"0,91","0,54",,0,"72,11","103,56","428,86"
240145,28374,21464,6148,6058,"50,1","1435,74","747,38","758,41","954,33","1435,74",0,17847,"2106,52",1,"832,2","3,76","162610,03","98,5","52,06",100,"117,47","33,53","7,9","6,51","92,39",100,"3,3","66,47","1,77","74,65","28,89","30,44","2,19","4,36","38,71","40,78","38,66","0,81","5,84","98,55","1,21","1,21","47,18","37,04","298,46","52,82","75,65","1,47","0,58",,0,"177,59","123,51","786,86"
130100,28294,24902,5082,4737,"46,01","2737,2","945,81","1071,12",691,0,"383,66",21674,"1024,7","1,01","235,43","3,13","48088,15","95,19","40,19",0,"74,4","70,64","23,97","7,05","129,17",100,"2,95","29,36","93,02","126,44","65,66","71,53",0,"9,41","51,93","56,57","25,07","2,07","7,45","88,3","4,29","4,29","54,49","78,23","684,69","45,51","88,01","0,37","0,5",0,"35,53","0,01","6,09","214,11"
130406,65844,23004,4441,1141,"83,02","5021,86","343,08","701,23","701,23",0,"316,66",23004,"1444,02","1,14","158,14","5,79","51628,19","24,26","7,29",0,"35,62","85,1","38,29","10,67","87,96","50,23","5,75","14,9","91,17","278,7","112,37","136,59",0,"35,93","40,32","49,01","18,72","15,62","12,89","48,93","7,19","7,19","85,1","135,81","2503,09","14,9","34,94","0,29","0,52",0,"38,89","0,01","3,27","114,46"
310940,28056,26653,7509,7057,"133,86","2070,81","1090,43","1198,67","1701,4",0,"40,33",24625,"731,95","1,05","185,71","2,94","60667,23","93,23","53,7",0,"98,98","16,21","49,5","14,93","123,38",100,"2,84","83,79","5,27","97,64","51,47","60,67",0,"21,23","52,72","62,14","11,45","3,41","21,75","90,97","5,66","5,66","40,97","17,19","307,09","59,03",95,"0,35","0,76",0,"112,12","0,05","103,56","149,91"
250910,21837,14850,4616,4614,"45,93","817,54","446,39","446,63","649,07",0,"40,88",14850,"851,33",1,775,"2,8","84751,88","98,61","57,48",0,"148,58","16,43","9,45","6,86","81,95","82,5","2,25","83,57","9,48","54,13","18,82","29,64","12,27","4,64","34,77","54,75","13,91",0,"8,57","99,95","1,29","1,29","42,49","20,42","194,78","57,51",68,"1,04","0,24",0,"95,83","0,06","139,03","491,34"
250415,7468,2453,726,544,"5,12","89,46","30,32","45,69","68,19",0,0,2453,"16,45",1,726,"2,92","98132,32","74,93","33,89",0,"136,78","23,78","1,2","3,86","51,03","67,04","2,59","76,22","3,24","64,65","35,99","43,17","0,77","7,32","55,67","66,77","2,59",0,"11,33","66,36","1,38","1,38","48,93","23,42","165,18","51,07","32,85","0,18","0,28",60,"58,33","0,15","158,53","605,33"
432132,3072,1216,529,529,"17,94",0,"68,15","68,26","68,18",0,0,1206,191,"1,24","259,2","15,01","203878,16",100,"70,95",0,"58,83","29,02","2,7","33,1","153,73",100,"13,05","70,98","5,24","147,77","84,65","91,27","0,48","14,81","57,28","61,77","22,1","0,09","10,03","99,84","4,79","4,79","28,93","4,24",146,"71,07","39,58","1,99","1,03","0,83","100,83","0,22","62,44","193,46"
430512,6091,3565,1478,1478,"27,81",0,"127,74","128,51","127,77",0,"0,07",3565,81,"1,07",1575,"8,66","491294,71",100,"68,01",0,"106,69","31,97","1,08","17,05","98,4",100,"6,68","68,03","6,08","72,24","41,6","45,06","0,59","11,68","57,6","62,37","7,05","0,22","16,17","99,4","0,68","0,68","31,58","5,84","110,39","68,42","58,53","0,43","0,74",0,100,"0,23","116,15","1359,24"
432350,2752,1229,550,550,"20,09",0,"57,77","57,83","57,77",0,"0,17",1152,308,"1,19","217,17","15,62","138524,71",100,"60,26",0,"61,33","39,74","3,29","34,73","128,65",100,"13,28","60,26","3,8","138,6","75,07","82,23","0,52","14,06","54,17","59,33","24,05","0,1","10,14","99,9","5,46","5,46","39,68","5,19","189,83","60,32","44,66","3,21","0,6",0,100,"0,28","66,16","167,08"
430190,13491,9970,3774,3771,"41,35","570,83","494,13","495,96","494,14",0,0,9970,217,"1,16","263,85","9,38","129871,55","99,96","86,56",0,"92,17","13,43","20,52","10,25","136,63",100,"7,62","86,57","7,11","88,19","50,16","62,37","0,45","10,97","56,88","70,73","4,56","1,35","12,44","99,63","4,4","4,4","13,12",5,"54,66","86,88","73,9","0,38","0,79",0,"155,97","0,29","101,1","182,89"
421820,44238,44238,12636,12636,287,"3693,19","2300,99","2300,99","2685,78","3693,19",98,41257,2203,"1,31","176,64","3,16","41613,32",100,64,100,"100,81","25,3","155,15","20,12","144,61",100,"3,16","74,7",0,"99,19","44,77","75,5",0,0,"45,13","76,12","15,74","6,62",0,100,"7,43","7,43",36,"12,4","286,27",64,100,"0,6","0,61","5,11","101,93","0,29","108,52","79,83"
431395,9174,7708,3056,3056,"44,72","559,4","385,82","387,58","386,14",0,0,7708,179,"1,16","292,67","10,88","160495,19",100,"68,97",0,"80,49","30,97","14,03","13,57","137,05",100,"8,27","69,03","7,1","94,5","56,97","66,59","0,46","12,31","60,29","70,47","4,24","2,83","13,02","99,55","3,96","3,96","30,72","10,53","155,31","69,28","84,02","0,32","0,76",0,"102,93","0,3","96,43","216,08"
250940,13284,3682,1192,1138,"26,01","415,59","113,12","120,64","173,44",0,"20,78",3682,"100,27","1,01","601,75","3,33","111004,74","92,42","28,65",0,"196,63","56,07","2,42","12,56",90,"62,02","2,45","43,93","31,19","37,42","19,52","23,65","7,59","2,97","52,18","63,2","7,74",0,"7,93","93,77","1,67","1,67","69,44","28,88","628,84","30,56","27,72","0,24","0,33",0,"95,83","0,4","161,3","493,05"
522145,3500,3500,988,988,23,"82,22","78,11","78,11","81,7","82,22",0,2225,"91,85",1,"196,9","5,98","70527,35",100,95,100,"93,08","0,63","5,58","20,81","61,13",100,"5,98","99,37","-3,42","107,44","77,53","86,55",0,"7,87","72,17","80,56","10,18","0,97","7,33",100,"5,08","5,08",5,"0,49","11,44",95,100,"1,12","0,54",20,100,"0,4","96,26","176,39"
251300,3885,677,208,197,"6,95","24,71","21,65","23,73","32,21",0,0,677,"109,21","1,04","217,5","6,02","85222,51","86,33","87,62",0,"79,6","-30,35","1,44","27,1","95,82","50,83","5,47","130,35","26,66","114,05","55,18","79,54","10,15","5,9","48,38","69,74","15,05",0,"5,17","91,23","4,8","4,8","3,97","0,39","12,88","96,03","17,43","4,42","0,24","4,39",95,"0,42","62,65","144,65"
420195,13071,13065,9338,9338,157,1974,1374,1374,1374,1374,82,8710,"346,5","1,09","480,15","2,15","47349,22",100,"72,62","69,6","157,87","27,38","19,46","16,81","297,66","68,02","1,47","72,62","0,06","43,26","16,79","19,8",0,0,"38,81","45,78","14,61","11,01",0,100,"2,27","2,27","27,38","9,04","195,61","72,62","99,95","0,18","0,85",0,100,"0,46","240,14","372,73"
231085,20567,9905,1739,1718,50,270,"116,49",200,"248,56",0,"10,64",9905,"65,81",1,"148,62","2,35","24318,94","98,58","44,91",0,"93,03","4,16","18,82","13,42","51,2","79,77","2,35","95,84",0,"107,49","58,07","84,07",0,"9,7","54,02","78,21","6,97","3,26","9,02","58,24","6,73","6,73","22,89","3,25","84,18","77,11","48,16","0,24","0,62","5,75",100,"0,49","114,77","102,65"
292905,15391,15391,5276,5207,20,"912,59","715,19","745,21","891,09","912,59",0,12488,"82,66",1,"326,72","3,18","70935,97","99,2","81,03",100,"96,15","2,36","24,97","6,09","127,65",100,"3,18","97,64",0,104,"41,63","64,98",0,"25,19","40,03","62,48","9,41","2,94","24,22",100,"3,06","3,06","18,34","12,23","87,72","81,66",100,"0,09","3,23","14,52","104,38","0,5","96,15","209,34"
251110,7843,3747,1223,1223,"6,52","163,89","105,2","105,2","152,54",0,"8,19",3226,"253,24",1,"605,25","3,47","88221,74","98,39","67,57",0,"125,15","2,03","2,97","4,49","77,81",100,"2,88","97,97","6,82","66,34","26,65","39,61","13,17","4,7","40,17","59,7","15,36",0,"7,08",100,"1,65","1,65","32,43","21,22","114,49","67,57","47,78","1,55","0,27",0,"73,33","0,51","119,21","406,57"
430105,10065,7782,9165,9165,"160,27",0,"612,31","616,54","611,82",0,"1,35",7782,240,"1,12","621,77","12,74","209107,31",100,"82,24",0,"87,03","17,82","16,9","17,37","232,36","79,69","9,18","82,18","11,27","82,85","47,78","52,09","0,66","16,56","57,68","62,88","3,96","0,21","19,99","99,31","1,81","1,81","17,19","2,3","40,88","82,81","77,32","0,32","0,93",0,"84,37","0,54","103,63","507,45"
250523,6353,1511,466,415,"14,2","153,33","49,31","55,88","68,56",0,"7,67",1511,"108,97","1,01",310,"4,24","72367,35","85,99","33,85",0,"102,62","52,93","2,13","18,06","103,3","71,31","3,72","47,07","-1,25","85,49","36,38","51,65","11,45","8,62","42,55","60,41","13,18",0,"10,08","88,24","3,26","3,26","61,64","17,53","534,14","38,36","23,78","0,71","0,31",0,"127,5","0,58","114,61","216,25"
250135,3990,2820,888,882,"8,75","98,26","84,85","87,06","126,23",0,"4,91",2820,"33,1",1,"1060,5","2,7","142672,95","95,27","90,89",0,"161,01","-35,22","1,13","6,79","71,58","87,47","2,1","135,22","20,25","48,13","25,96","29,28","11,62","4,88","53,94","60,84","4,5",0,"10,13","97,46","0,95","0,95","6,74","1,97","16,32","93,26","70,68","0,34","0,36",0,"84,17","0,59","135,09","936,19"
431125,6452,1726,732,732,"12,09","81,38","59,65","59,88","59,64",0,0,1726,76,"1,19",428,"14,13","169451,94",100,"73,3",0,"73,47","26,71","2,12","99,64","95,1",100,"11,75","73,29","6,64","113,16","54,75","58,16","0,62","29,1","48,38","51,4","13,61","0,15","25,72","99,62","2,77","2,77","26,42","0,72","81,7","73,58","26,75","0,93","1,25",0,"224,07","0,69","79,4","339,33"
430340,4743,1491,885,885,"27,26",0,"109,56","109,62","109,57",0,"0,17",1491,60,"1,24",360,"10,06","162036,5",100,"53,42",0,"85,99","46,57","3,3","30,54","200,49",100,"8,31","53,43","3,88","96,1","51,28","56,43","0,51","14,48","53,36","58,72","15,65","0,14","15,07","99,95","3,45","3,45","46,55","9,6","300,65","53,45","31,44","0,29","2,38",0,95,"0,72","91,21","263,53"
251100,3801,3227,929,97,"4,95","229,11","1,58","105,03","105,6",0,"11,46",2416,"33,04","1,01","313,67","4,1","80220,55","10,44","0,73",0,"95,78","51,48","3,15","5,18","89,17",100,"3,46","48,52","26,41","88,24","58,04","60,92","16,43","6,45","65,78","69,04","2,26",0,"7,31","1,5","3,23","3,23","51,74","62,33","332,13","48,26","84,9","0,14","0,25",0,100,"0,73","69,23","295,05"
432290,4756,2367,1120,1120,"15,62",0,"121,67","121,93","121,66",0,"10,17",2367,396,"1,22","539,2","12,42","240975,66",100,"74,54",0,"74,56","25,46","2,77","13,16","140,12",100,"10,2","74,54","4,64","110,17","53,48","59,26","0,53","22,26","48,55","53,79","17,47","0,13","20,21","99,79","2,26","2,26","25,3","7,24","102,14","74,7","49,77","2,28","0,55",0,100,"0,84","81,24","399,84"
431198,3885,658,371,371,"6,96","40,64","32,86","32,96","32,86",0,0,658,20,"1,09","99,75","18,44","107120,58",100,"80,86",0,"54,94","19,14","4,1","17,89","137,34",100,"15,76","80,86","6,13","155,58","128,7","131,88","0,53","10,94","82,72","84,77","1,01","0,95","7,03","99,7","10,88","10,88","18,9","3,02","57,25","81,1","16,94","0,49","0,26",0,"107,43","0,86","59,93","89,65"
431300,3330,1580,632,632,"10,01","134,29","86,33","86,42","86,31",0,0,1580,112,"1,2","504,33","9,91","283710,44",100,"64,29",0,"90,77","35,73","1,61","15,1","150,04",100,"8,28","64,27","5,17",92,"54,8","58,65","0,42","12,59","59,56","63,75","13,3","0,59","13,68","99,9","2,39","2,39","35,65","13,1","208,67","64,35","47,45","0,83","0,85",0,"293,63","0,91","93,65","391,48"
421630,37424,34800,8872,8872,"182,2","2995,92","1619,23","1619,23","1884,01",0,8,33563,"95,7","1,23","248,39","1,9","42074,28",100,"54,19",0,"161,15","36,95","73,16","16,29","129,51",100,"1,9","63,05",-36,"62,05","32,11","53,39",0,"3,46","51,74","86,03",2,"4,12","5,57",100,"4,96","4,96","45,81","20,88","422,85","54,19","92,99","0,03","0,75","0,41",100,"0,95","219,16","121,21"
430055,1638,659,337,337,"9,99","53,54","35,51","35,53","35,51",0,0,659,52,"1,14",382,"11,31","174897,62",100,"66,32",0,"82,65","33,68","1,13","29,04","146,6",100,"8,84","66,32","3,83","94,57","52,7","59,57","0,51","14,29","55,73","62,99","10,62","0,67","15,11","99,94","2,99","2,99","33,64","4,94","147,51","66,36","40,23","0,97","0,64",0,"210,65","0,97","91,83","295,96"
432310,4670,2077,843,843,"28,42","106,32","94,24","94,6","94,29",0,0,2077,144,"1,16","241,5","12,89","146847,08",100,"88,64",0,"68,58","11,31","4,16","30,67","123,77",100,"11,1","88,69","7,85","125,61","70,47","73,36","0,52","27,04","56,1","58,4","13,85","0,29","21,53","99,62","4,8","4,8","11,02","1,13","38,52","88,98","44,48","1,35","1,01",0,"168,11","1,02","73,45","200,17"
140023,10169,4960,1670,1163,"34,24","1738,88","194,96","317,17","266,91",0,0,4166,"339,66","1,01","129,88","4,18","61265,04","65,59","11,21",0,"75,46","84,65","13,62","16,61","176,8",100,"4,18","15,35","16,25","132,51","94,67","99,16",0,"4,97","71,45","74,83","14,95","6,47","3,75","61,47","7,77","7,77","81,76","113,76","2326,82","18,24","48,78","0,2","0,49","0,21","161,84","1,06","67,31","122,94"
140045,17401,7529,1905,1347,"37,4","2137,1","244,07","341,56",311,0,0,7529,"708,98","1,06","249,69","4,8","82542,26","71,47","11,42",0,"65,91","85,45","12,05","15,43","131,15",100,"4,8","14,55","21,41","151,73","67,16","101,17",0,"8,49","44,26","66,68","23,08","4,64","5,6","71,46","4,25","4,25","84,02","131,51","2613,17","15,98","43,27","0,33","0,49","0,07","119,75","1,12",57,"156,21"
510452,7667,5201,1796,1796,"37,3",555,323,323,323,555,0,5201,203,1,"353,9","2,51","60855,43",100,"58,2",100,"104,44","41,8",5,"13,52","173,23",100,"2,51","58,2",0,"95,75","35,97","35,97",0,"30,44","37,56","37,56","21,41","8,2","31,79",100,"2,83","2,83","41,8","17,58","359,21","58,2","67,84","0,37","0,85",0,100,"1,15","106,07","353,9"
140060,7986,6474,1317,227,"42,3","1390,22","48,5","302,6","178,47",0,0,5113,"390,97","1,01","79,58","5,89","42604,69","17,29","3,49",0,"57,12","87,16","17,04","24,96","128,86",97,"5,89","12,84","29,98","175,08","117,17","120,98",0,"7,94","66,92","69,1","21,05","5,31","4,54","16,03","12,65","12,65","78,23","70,44","2285,11","21,77","81,07","0,28","0,57","0,31","121,07","1,15","47,68","76,54"
140005,15510,6107,1786,639,"40,14","550,8","117,53","376,06","267,09",0,0,4507,"893,01","1,01","103,54","5,43","47243,7","35,74","21,34",0,"56,58","51,51","18,44","19,11","168,19",100,"5,43","48,49","48,42","176,75","100,81","106,21",0,"8,93","57,03","60,09","27,17","7,69","5,05","31,25","9,79","9,79","31,72","11,93","267,75","68,28","39,37","1,62","0,44","0,79","143,05","1,18","33,62","96,97"
421400,17471,14150,4904,4902,120,"1198,36","834,3","834,42","930,38","1198,36",45,12364,"1003,9","1,16","229,14","5,54","56378,18","99,98","72,34",100,"78,75","19,33","59,55","24,24","162,83",100,"4,38","80,67",0,"100,46","34,03","82,73",0,0,"33,88","82,35","14,8","2,85",0,"99,99","5,05","5,05","27,65","7,44","180,24","72,35","80,99","0,84","0,6","1,69",100,"1,2","125,02","81,4"
140050,8201,5588,1191,226,"25,3","1152,44","34,68","182,31","152,22",0,0,5588,"498,82","1,01","109,68","6,34","52032,53","18,88","3,01",0,"42,03","86,79","11,51","16,19","90,21",97,"6,34","13,21","28,98","237,94","141,1","147,63",0,"9,44","59,3","62,05","28,22","5,77","3,97","19,02","9,23","9,23","84,18","105,05","2230,71","15,82","68,14","0,43","0,55","0,21","154,25","1,22","37,16","103,52"
140047,30163,16262,2901,698,"99,19","3026,1","129,1","664,8","399,87",0,0,12597,"984,93","1,03","122,12","5,86","60997,64","23,03","4,27",0,"55,11","86,79","24,85","27,39","111,57",95,"5,86","13,21","46,15","181,46","113,29","117,31",0,"12,1","62,43","64,64","23,06","5,62","6,67","19,42","8,42","8,42","78,03","65,22","2270,73","21,97","53,91","0,33","0,55","0,82","127,86","1,25","33,7","114,65"
140015,12409,6458,1354,430,"31,27","1161,98","66,39","301,86","185,74",0,0,4195,"493,1",1,"120,05","5,2","48251,41","27,14","5,71",0,"56,19","84,02","11,75","20,97","128,44","99,69","5,2","15,98","32,31","177,96","97,76","104,39",0,"18,82","54,94","58,66","28,32","2,44","10,57","21,99","8,36","8,36","74,02","75,36","1791,33","25,98","52,04","0,42","0,55","1,81","95,13","1,27","49,56","111,99"
421145,4331,1613,697,687,"32,25","74,67","69,39","70,35","69,39","74,67",0,1553,"385,81",1,"237,5","5,92","30354,18","96,63","92,93",100,"44,15","7,07","4,22","45,26","119,83",100,"5,92","92,93","4,07","226,48","50,22","70,69",0,"16,57","22,17","31,21","59,35","2,12","7,32","98,64","4,21","4,21","5,79","0,37","16,61","94,21","37,24","5,17","0,63",0,"393,02","1,28","42,36","168,7"
140020,21926,15910,3043,1443,"68,33","2731,56","250,3","543,06","438,27",0,0,12872,"672,94","1,02","177,03","3,2","56179,4","48,86","9,16",0,"106,95","83,96","18,04","20,05","94,15",99,"3,2","16,04","49,26","93,51","63,68","67,57",0,"4,34","68,11","72,26","20,72","2,37","4,64","46,09","5,73","5,73","80,12","87,75","2022,56","19,88","72,56","0,25","0,43","0,4","429,8","1,33","59,85","164,35"
140030,17853,11927,3108,1275,"48,74","968,92","205,47","639,69","454,62",0,0,10784,"1105,48",1,"229,56","3,17","38967,3","33,95","21,21",0,"101,31","53,08","16,54","13,58","148,16",100,"3,17","46,92","38,78","98,71","36,03","44,15",0,"7,87","36,5","44,73","36,17","11,13","7,97","32,12","4,37","4,37","33,98","18,4","291,91","66,02","66,81","1,14","0,47","0,39","168,58","1,34","71,78","186,77"
140017,18335,9225,1995,680,"43,74","1249,91","125,42","583,86","282,37",0,0,2977,"568,51","1,01","144,67","4,93","65701,2","32,95","10,03",0,"54,54","77,41","14,26","19,78","174,12",100,"4,93","22,59","23,6","183,34","116,76","123,29",0,"11,97","63,69","67,25","24,07","2,15","6,53","21,48","7,01","7,01","53,29","41,71","946,96","46,71","50,31","0,45","0,59","0,25","334,73","1,35","49,15","135,18"
510130,9607,9600,3526,3526,"67,63",587,483,483,483,587,0,8936,"31,64","1,03","649,73","3,55","65871,2",100,"82,28",100,"36,32","17,72","7,76","17,11","137,03","98,41","1,76","82,28",0,"136,85","58,18","82,12","53,22","26,56","42,52","60,01","17,63","2,48","19,41",100,"1,58","1,58","17,72","4,3","81,87","82,28","99,93","0,05","4,75",0,100,"1,5","42,76","448,37"
140028,11950,6196,1095,396,"19,8","803,19","68,2","188,27","152,53",0,0,5548,"170,17",1,"137,69","4,18","45440,32","36,07","8,49",0,"73,36","81,01","8,53","12,96","84,35",99,"4,18","18,99","38,57","136,32","77,72","82,89",0,"18,65","57,01","60,81","22,64","2,87","13,68","36,22","7,3","7,3","76,56","86,4","1536,45","23,44","51,85","0,21","0,85","0,17","189,87","1,74","53,52","128,51"
411880,13996,11684,4666,4666,"113,5",1223,"661,25","661,25","874,34",1132,0,11310,"628,49","1,03","217,34","2,47","49839,4",100,"54,07","92,56","94,87","28,51","29,02","21,58","155,13",100,"2,47","71,49",0,"105,41","53,54","70,61",0,"11,58","50,79","66,99","19,77","1,23","10,98",100,"4,75","4,75","45,93","13,65","332,59","54,07","83,48","0,51","0,68",0,100,"1,85","98,62","159,48"
140040,11290,3708,749,83,"25,84","771,12","12,46","113,79","88,87",0,0,2918,"319,79",1,"85,59","6,55","32539,33","11,03","1,62",0,"41,84","88,48","9,54","30,69","84,8",100,"6,55","11,52","35,31","239,02","113,59","127,5",0,"18,24","47,52","53,34","30,12","8,9","7,63","10,95","11,72","11,72","85,24","69,69","2482,29","14,76","32,84","0,41","0,55","3,17","196,72","1,93","41,74","76,04"
130430,16256,16256,3392,670,"820,8","2438,28",120,"2011,03","1121,09",0,0,9401,"928,63","1,14","293,15","0,86","25001,73","18,8","4,92",0,"91,79","54,02","25,92","161,37","337,61",100,"0,86","45,98","19,7","108,95","36,83","73,43","2,07","3,41","33,81","67,4","27,46","0,06","3,13","5,97","3,9","3,9","17,52","1,56","351,25","82,48",100,"0,38","0,28",0,100,2,"90,08","128,57"
